Maakond;Vanuserühm;Murdekeele.oskus;Usk;Arv;Sugu
Narva linn;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;2;Mees
Narva linn;65 ja vanemad;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Narva linn;65 ja vanemad;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Narva linn;65 ja vanemad;Ei oska murdeid;Peab.omaks.mõnd.usku;51;Mees
Narva linn;65 ja vanemad;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;15-29;Oskab mõnda murret;Peab.omaks.mõnd.usku;11;Mees
Jõgeva maakond;15-29;idamurre;Peab.omaks.mõnd.usku;1;Mees
Jõgeva maakond;15-29;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;15-29;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;15-29;Mulgi murre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;15-29;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;15-29;saarte murre;Peab.omaks.mõnd.usku;3;Mees
Jõgeva maakond;15-29;Kihnu murrak;Peab.omaks.mõnd.usku;1;Mees
Jõgeva maakond;15-29;Tartu murre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;15-29;Võru murre;Peab.omaks.mõnd.usku;7;Mees
Jõgeva maakond;15-29;Setu murrak;Peab.omaks.mõnd.usku;2;Mees
Jõgeva maakond;15-29;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;15-29;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;15-29;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;15-29;Ei oska murdeid;Peab.omaks.mõnd.usku;146;Mees
Jõgeva maakond;15-29;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;30-49;Oskab mõnda murret;Peab.omaks.mõnd.usku;52;Mees
Jõgeva maakond;30-49;idamurre;Peab.omaks.mõnd.usku;8;Mees
Jõgeva maakond;30-49;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;30-49;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;30-49;Mulgi murre;Peab.omaks.mõnd.usku;2;Mees
Jõgeva maakond;30-49;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;30-49;saarte murre;Peab.omaks.mõnd.usku;4;Mees
Jõgeva maakond;30-49;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;30-49;Tartu murre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;30-49;Võru murre;Peab.omaks.mõnd.usku;36;Mees
Jõgeva maakond;30-49;Setu murrak;Peab.omaks.mõnd.usku;10;Mees
Jõgeva maakond;30-49;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;2;Mees
Jõgeva maakond;30-49;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;30-49;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;1;Mees
Jõgeva maakond;30-49;Ei oska murdeid;Peab.omaks.mõnd.usku;291;Mees
Jõgeva maakond;30-49;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;1;Mees
Jõgeva maakond;50-64;Oskab mõnda murret;Peab.omaks.mõnd.usku;88;Mees
Jõgeva maakond;50-64;idamurre;Peab.omaks.mõnd.usku;15;Mees
Jõgeva maakond;50-64;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;50-64;läänemurre;Peab.omaks.mõnd.usku;1;Mees
Jõgeva maakond;50-64;Mulgi murre;Peab.omaks.mõnd.usku;5;Mees
Jõgeva maakond;50-64;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;50-64;saarte murre;Peab.omaks.mõnd.usku;4;Mees
Jõgeva maakond;50-64;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;50-64;Tartu murre;Peab.omaks.mõnd.usku;6;Mees
Jõgeva maakond;50-64;Võru murre;Peab.omaks.mõnd.usku;55;Mees
Jõgeva maakond;50-64;Setu murrak;Peab.omaks.mõnd.usku;7;Mees
Jõgeva maakond;50-64;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;2;Mees
Jõgeva maakond;50-64;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;50-64;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;1;Mees
Jõgeva maakond;50-64;Ei oska murdeid;Peab.omaks.mõnd.usku;264;Mees
Jõgeva maakond;50-64;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;65 ja vanemad;Oskab mõnda murret;Peab.omaks.mõnd.usku;123;Mees
Jõgeva maakond;65 ja vanemad;idamurre;Peab.omaks.mõnd.usku;31;Mees
Jõgeva maakond;65 ja vanemad;keskmurre;Peab.omaks.mõnd.usku;1;Mees
Jõgeva maakond;65 ja vanemad;läänemurre;Peab.omaks.mõnd.usku;1;Mees
Jõgeva maakond;65 ja vanemad;Mulgi murre;Peab.omaks.mõnd.usku;5;Mees
Jõgeva maakond;65 ja vanemad;rannikumurre;Peab.omaks.mõnd.usku;3;Mees
Jõgeva maakond;65 ja vanemad;saarte murre;Peab.omaks.mõnd.usku;2;Mees
Jõgeva maakond;65 ja vanemad;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Jõgeva maakond;65 ja vanemad;Tartu murre;Peab.omaks.mõnd.usku;12;Mees
Jõgeva maakond;65 ja vanemad;Võru murre;Peab.omaks.mõnd.usku;64;Mees
Jõgeva maakond;65 ja vanemad;Setu murrak;Peab.omaks.mõnd.usku;14;Mees
Jõgeva maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;4;Mees
Jõgeva maakond;65 ja vanemad;Põhja-Eesti murre;Peab.omaks.mõnd.usku;1;Mees
Jõgeva maakond;65 ja vanemad;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;3;Mees
Jõgeva maakond;65 ja vanemad;Ei oska murdeid;Peab.omaks.mõnd.usku;484;Mees
Jõgeva maakond;65 ja vanemad;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;15-29;Oskab mõnda murret;Peab.omaks.mõnd.usku;13;Mees
Järva maakond;15-29;idamurre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;15-29;keskmurre;Peab.omaks.mõnd.usku;2;Mees
Järva maakond;15-29;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;15-29;Mulgi murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;15-29;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;15-29;saarte murre;Peab.omaks.mõnd.usku;2;Mees
Järva maakond;15-29;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;15-29;Tartu murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;15-29;Võru murre;Peab.omaks.mõnd.usku;8;Mees
Järva maakond;15-29;Setu murrak;Peab.omaks.mõnd.usku;2;Mees
Järva maakond;15-29;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;1;Mees
Järva maakond;15-29;Põhja-Eesti murre;Peab.omaks.mõnd.usku;1;Mees
Järva maakond;15-29;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;15-29;Ei oska murdeid;Peab.omaks.mõnd.usku;114;Mees
Järva maakond;15-29;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;30-49;Oskab mõnda murret;Peab.omaks.mõnd.usku;36;Mees
Järva maakond;30-49;idamurre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;30-49;keskmurre;Peab.omaks.mõnd.usku;1;Mees
Järva maakond;30-49;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;30-49;Mulgi murre;Peab.omaks.mõnd.usku;2;Mees
Järva maakond;30-49;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;30-49;saarte murre;Peab.omaks.mõnd.usku;6;Mees
Järva maakond;30-49;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;30-49;Tartu murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;30-49;Võru murre;Peab.omaks.mõnd.usku;27;Mees
Järva maakond;30-49;Setu murrak;Peab.omaks.mõnd.usku;6;Mees
Järva maakond;30-49;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;30-49;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;30-49;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;30-49;Ei oska murdeid;Peab.omaks.mõnd.usku;250;Mees
Järva maakond;30-49;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;50-64;Oskab mõnda murret;Peab.omaks.mõnd.usku;46;Mees
Järva maakond;50-64;idamurre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;50-64;keskmurre;Peab.omaks.mõnd.usku;2;Mees
Järva maakond;50-64;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;50-64;Mulgi murre;Peab.omaks.mõnd.usku;5;Mees
Järva maakond;50-64;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;50-64;saarte murre;Peab.omaks.mõnd.usku;6;Mees
Järva maakond;50-64;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;50-64;Tartu murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;50-64;Võru murre;Peab.omaks.mõnd.usku;30;Mees
Järva maakond;50-64;Setu murrak;Peab.omaks.mõnd.usku;12;Mees
Järva maakond;50-64;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;3;Mees
Järva maakond;50-64;Põhja-Eesti murre;Peab.omaks.mõnd.usku;1;Mees
Järva maakond;50-64;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;50-64;Ei oska murdeid;Peab.omaks.mõnd.usku;207;Mees
Järva maakond;50-64;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;65 ja vanemad;Oskab mõnda murret;Peab.omaks.mõnd.usku;77;Mees
Järva maakond;65 ja vanemad;idamurre;Peab.omaks.mõnd.usku;1;Mees
Järva maakond;65 ja vanemad;keskmurre;Peab.omaks.mõnd.usku;1;Mees
Järva maakond;65 ja vanemad;läänemurre;Peab.omaks.mõnd.usku;1;Mees
Järva maakond;65 ja vanemad;Mulgi murre;Peab.omaks.mõnd.usku;14;Mees
Järva maakond;65 ja vanemad;rannikumurre;Peab.omaks.mõnd.usku;3;Mees
Järva maakond;65 ja vanemad;saarte murre;Peab.omaks.mõnd.usku;6;Mees
Järva maakond;65 ja vanemad;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;65 ja vanemad;Tartu murre;Peab.omaks.mõnd.usku;3;Mees
Järva maakond;65 ja vanemad;Võru murre;Peab.omaks.mõnd.usku;47;Mees
Järva maakond;65 ja vanemad;Setu murrak;Peab.omaks.mõnd.usku;10;Mees
Järva maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;1;Mees
Järva maakond;65 ja vanemad;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;65 ja vanemad;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Järva maakond;65 ja vanemad;Ei oska murdeid;Peab.omaks.mõnd.usku;372;Mees
Järva maakond;65 ja vanemad;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;Oskab mõnda murret;Peab.omaks.mõnd.usku;8;Mees
Lääne maakond;15-29;idamurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;läänemurre;Peab.omaks.mõnd.usku;2;Mees
Lääne maakond;15-29;Mulgi murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;saarte murre;Peab.omaks.mõnd.usku;3;Mees
Lääne maakond;15-29;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;Tartu murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;Võru murre;Peab.omaks.mõnd.usku;3;Mees
Lääne maakond;15-29;Setu murrak;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;15-29;Ei oska murdeid;Peab.omaks.mõnd.usku;116;Mees
Lääne maakond;15-29;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;30-49;Oskab mõnda murret;Peab.omaks.mõnd.usku;32;Mees
Lääne maakond;30-49;idamurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;30-49;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;30-49;läänemurre;Peab.omaks.mõnd.usku;2;Mees
Lääne maakond;30-49;Mulgi murre;Peab.omaks.mõnd.usku;4;Mees
Lääne maakond;30-49;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;30-49;saarte murre;Peab.omaks.mõnd.usku;8;Mees
Lääne maakond;30-49;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;30-49;Tartu murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;30-49;Võru murre;Peab.omaks.mõnd.usku;17;Mees
Lääne maakond;30-49;Setu murrak;Peab.omaks.mõnd.usku;5;Mees
Lääne maakond;30-49;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;1;Mees
Lääne maakond;30-49;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;30-49;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;30-49;Ei oska murdeid;Peab.omaks.mõnd.usku;284;Mees
Lääne maakond;30-49;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;1;Mees
Lääne maakond;50-64;Oskab mõnda murret;Peab.omaks.mõnd.usku;39;Mees
Lääne maakond;50-64;idamurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;50-64;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;50-64;läänemurre;Peab.omaks.mõnd.usku;2;Mees
Lääne maakond;50-64;Mulgi murre;Peab.omaks.mõnd.usku;2;Mees
Lääne maakond;50-64;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;50-64;saarte murre;Peab.omaks.mõnd.usku;19;Mees
Lääne maakond;50-64;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;50-64;Tartu murre;Peab.omaks.mõnd.usku;3;Mees
Lääne maakond;50-64;Võru murre;Peab.omaks.mõnd.usku;13;Mees
Lääne maakond;50-64;Setu murrak;Peab.omaks.mõnd.usku;1;Mees
Lääne maakond;50-64;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;50-64;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;50-64;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;50-64;Ei oska murdeid;Peab.omaks.mõnd.usku;251;Mees
Lääne maakond;50-64;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;65 ja vanemad;Oskab mõnda murret;Peab.omaks.mõnd.usku;62;Mees
Lääne maakond;65 ja vanemad;idamurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;65 ja vanemad;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;65 ja vanemad;läänemurre;Peab.omaks.mõnd.usku;9;Mees
Lääne maakond;65 ja vanemad;Mulgi murre;Peab.omaks.mõnd.usku;6;Mees
Lääne maakond;65 ja vanemad;rannikumurre;Peab.omaks.mõnd.usku;3;Mees
Lääne maakond;65 ja vanemad;saarte murre;Peab.omaks.mõnd.usku;21;Mees
Lääne maakond;65 ja vanemad;Kihnu murrak;Peab.omaks.mõnd.usku;1;Mees
Lääne maakond;65 ja vanemad;Tartu murre;Peab.omaks.mõnd.usku;1;Mees
Lääne maakond;65 ja vanemad;Võru murre;Peab.omaks.mõnd.usku;20;Mees
Lääne maakond;65 ja vanemad;Setu murrak;Peab.omaks.mõnd.usku;2;Mees
Lääne maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;2;Mees
Lääne maakond;65 ja vanemad;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne maakond;65 ja vanemad;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;1;Mees
Lääne maakond;65 ja vanemad;Ei oska murdeid;Peab.omaks.mõnd.usku;365;Mees
Lääne maakond;65 ja vanemad;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;1;Mees
Lääne-Viru maakond;15-29;Oskab mõnda murret;Peab.omaks.mõnd.usku;12;Mees
Lääne-Viru maakond;15-29;idamurre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;15-29;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;15-29;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;15-29;Mulgi murre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;15-29;rannikumurre;Peab.omaks.mõnd.usku;1;Mees
Lääne-Viru maakond;15-29;saarte murre;Peab.omaks.mõnd.usku;3;Mees
Lääne-Viru maakond;15-29;Kihnu murrak;Peab.omaks.mõnd.usku;2;Mees
Lääne-Viru maakond;15-29;Tartu murre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;15-29;Võru murre;Peab.omaks.mõnd.usku;8;Mees
Lääne-Viru maakond;15-29;Setu murrak;Peab.omaks.mõnd.usku;3;Mees
Lääne-Viru maakond;15-29;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;15-29;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;15-29;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;15-29;Ei oska murdeid;Peab.omaks.mõnd.usku;213;Mees
Lääne-Viru maakond;15-29;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;30-49;Oskab mõnda murret;Peab.omaks.mõnd.usku;72;Mees
Lääne-Viru maakond;30-49;idamurre;Peab.omaks.mõnd.usku;2;Mees
Lääne-Viru maakond;30-49;keskmurre;Peab.omaks.mõnd.usku;1;Mees
Lääne-Viru maakond;30-49;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;30-49;Mulgi murre;Peab.omaks.mõnd.usku;5;Mees
Lääne-Viru maakond;30-49;rannikumurre;Peab.omaks.mõnd.usku;8;Mees
Lääne-Viru maakond;30-49;saarte murre;Peab.omaks.mõnd.usku;10;Mees
Lääne-Viru maakond;30-49;Kihnu murrak;Peab.omaks.mõnd.usku;1;Mees
Lääne-Viru maakond;30-49;Tartu murre;Peab.omaks.mõnd.usku;2;Mees
Lääne-Viru maakond;30-49;Võru murre;Peab.omaks.mõnd.usku;41;Mees
Lääne-Viru maakond;30-49;Setu murrak;Peab.omaks.mõnd.usku;11;Mees
Lääne-Viru maakond;30-49;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;3;Mees
Lääne-Viru maakond;30-49;Põhja-Eesti murre;Peab.omaks.mõnd.usku;1;Mees
Lääne-Viru maakond;30-49;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;30-49;Ei oska murdeid;Peab.omaks.mõnd.usku;445;Mees
Lääne-Viru maakond;30-49;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;50-64;Oskab mõnda murret;Peab.omaks.mõnd.usku;58;Mees
Lääne-Viru maakond;50-64;idamurre;Peab.omaks.mõnd.usku;2;Mees
Lääne-Viru maakond;50-64;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;50-64;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;50-64;Mulgi murre;Peab.omaks.mõnd.usku;5;Mees
Lääne-Viru maakond;50-64;rannikumurre;Peab.omaks.mõnd.usku;4;Mees
Lääne-Viru maakond;50-64;saarte murre;Peab.omaks.mõnd.usku;6;Mees
Lääne-Viru maakond;50-64;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;50-64;Tartu murre;Peab.omaks.mõnd.usku;3;Mees
Lääne-Viru maakond;50-64;Võru murre;Peab.omaks.mõnd.usku;37;Mees
Lääne-Viru maakond;50-64;Setu murrak;Peab.omaks.mõnd.usku;13;Mees
Lääne-Viru maakond;50-64;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;1;Mees
Lääne-Viru maakond;50-64;Põhja-Eesti murre;Peab.omaks.mõnd.usku;1;Mees
Lääne-Viru maakond;50-64;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;50-64;Ei oska murdeid;Peab.omaks.mõnd.usku;392;Mees
Lääne-Viru maakond;50-64;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;65 ja vanemad;Oskab mõnda murret;Peab.omaks.mõnd.usku;70;Mees
Lääne-Viru maakond;65 ja vanemad;idamurre;Peab.omaks.mõnd.usku;3;Mees
Lääne-Viru maakond;65 ja vanemad;keskmurre;Peab.omaks.mõnd.usku;1;Mees
Lääne-Viru maakond;65 ja vanemad;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;65 ja vanemad;Mulgi murre;Peab.omaks.mõnd.usku;14;Mees
Lääne-Viru maakond;65 ja vanemad;rannikumurre;Peab.omaks.mõnd.usku;7;Mees
Lääne-Viru maakond;65 ja vanemad;saarte murre;Peab.omaks.mõnd.usku;9;Mees
Lääne-Viru maakond;65 ja vanemad;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;65 ja vanemad;Tartu murre;Peab.omaks.mõnd.usku;4;Mees
Lääne-Viru maakond;65 ja vanemad;Võru murre;Peab.omaks.mõnd.usku;30;Mees
Lääne-Viru maakond;65 ja vanemad;Setu murrak;Peab.omaks.mõnd.usku;5;Mees
Lääne-Viru maakond;65 ja vanemad;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;2;Mees
Lääne-Viru maakond;65 ja vanemad;Põhja-Eesti murre;Peab.omaks.mõnd.usku;2;Mees
Lääne-Viru maakond;65 ja vanemad;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Lääne-Viru maakond;65 ja vanemad;Ei oska murdeid;Peab.omaks.mõnd.usku;669;Mees
Lääne-Viru maakond;65 ja vanemad;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;Oskab mõnda murret;Peab.omaks.mõnd.usku;144;Mees
Põlva maakond;15-29;idamurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;Mulgi murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;saarte murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;Tartu murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;Võru murre;Peab.omaks.mõnd.usku;144;Mees
Põlva maakond;15-29;Setu murrak;Peab.omaks.mõnd.usku;59;Mees
Põlva maakond;15-29;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;15-29;Ei oska murdeid;Peab.omaks.mõnd.usku;73;Mees
Põlva maakond;15-29;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;30-49;Oskab mõnda murret;Peab.omaks.mõnd.usku;371;Mees
Põlva maakond;30-49;idamurre;Peab.omaks.mõnd.usku;1;Mees
Põlva maakond;30-49;keskmurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;30-49;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;30-49;Mulgi murre;Peab.omaks.mõnd.usku;1;Mees
Põlva maakond;30-49;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;30-49;saarte murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;30-49;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;30-49;Tartu murre;Peab.omaks.mõnd.usku;1;Mees
Põlva maakond;30-49;Võru murre;Peab.omaks.mõnd.usku;368;Mees
Põlva maakond;30-49;Setu murrak;Peab.omaks.mõnd.usku;137;Mees
Põlva maakond;30-49;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;30-49;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;30-49;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;30-49;Ei oska murdeid;Peab.omaks.mõnd.usku;92;Mees
Põlva maakond;30-49;Murdekeele oskus teadmata;Peab.omaks.mõnd.usku;1;Mees
Põlva maakond;50-64;Oskab mõnda murret;Peab.omaks.mõnd.usku;516;Mees
Põlva maakond;50-64;idamurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;50-64;keskmurre;Peab.omaks.mõnd.usku;1;Mees
Põlva maakond;50-64;läänemurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;50-64;Mulgi murre;Peab.omaks.mõnd.usku;1;Mees
Põlva maakond;50-64;rannikumurre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;50-64;saarte murre;Peab.omaks.mõnd.usku;1;Mees
Põlva maakond;50-64;Kihnu murrak;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;50-64;Tartu murre;Peab.omaks.mõnd.usku;8;Mees
Põlva maakond;50-64;Võru murre;Peab.omaks.mõnd.usku;504;Mees
Põlva maakond;50-64;Setu murrak;Peab.omaks.mõnd.usku;192;Mees
Põlva maakond;50-64;oskab murret, kuid täpne murre teadmata;Peab.omaks.mõnd.usku;1;Mees
Põlva maakond;50-64;Põhja-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;50-64;Lõuna-Eesti murre;Peab.omaks.mõnd.usku;0;Mees
Põlva maakond;50-64;Ei oska murdeid;Peab.omaks.mõnd.usku;72;Mees
